experiment_id,model_name,chunk_size,prompt_type,example_num,transformation_method,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,level_type,chunk_size_category
43,gpt-4o,844,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5331562928201582,0.5331562928201582,0.6750700280112046,0.5597602677434611,0.5597602677434611,0.714745898359344,0.631952662721894,0.631952662721894,0.7475622968580719,UTL,medium
44,gpt-4o,633,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5594237695078033,0.5594237695078033,0.6384953981592638,0.6805989062291584,0.6805989062291584,0.7507536347872482,0.7098214285714288,0.7098214285714288,0.7569892473118277,STL,small
45,gpt-4o,633,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5654261704681873,0.5654261704681873,0.6441176470588236,0.680859010270775,0.680859010270775,0.7521341870081366,0.71412680756396,0.71412680756396,0.7609860664523042,STL,small
46,gpt-4o,518,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4893223956249166,0.4893223956249166,0.5817223859240667,0.589525507172566,0.589525507172566,0.7135587568360678,0.6431924882629109,0.6431924882629109,0.7184035476718406,STL,small
47,gpt-4o,518,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4725556889422435,0.4725556889422435,0.5633083536444882,0.5847235864042587,0.5847235864042587,0.7087768440709619,0.638398115429918,0.638398115429918,0.7126948775055679,STL,small
48,gpt-4o,287,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.3992627353971891,0.3992627353971891,0.4935107376283846,0.5197442613408999,0.5197442613408999,0.6672535680939042,0.6038647342995171,0.6038647342995171,0.6848691695108077,STL,small
49,gpt-4o,287,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.3839299356106079,0.3839299356106079,0.4783179938642123,0.5168631088799156,0.5168631088799156,0.665672935841003,0.6038647342995171,0.6038647342995171,0.6833712984054665,STL,small
50,gpt-4o,56,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}",0.3566893424036281,0.3566893424036281,0.4569494464452447,0.5830095674633491,0.5830095674633491,0.7123382686407896,0.6479532163742694,0.6479532163742694,0.7226519337016573,STL,small
51,gpt-4o,56,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}",0.3447645724956649,0.3447645724956649,0.4377648028908533,0.5626547588732463,0.5626547588732463,0.6959183673469388,0.638398115429918,0.638398115429918,0.7054871220604705,STL,small
52,gpt-4o,633,few_shot,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5614245698279314,0.5614245698279314,0.6389955982392957,0.6812391623315994,0.6812391623315994,0.7558956916099775,0.7155555555555555,0.7155555555555555,0.7596566523605155,UTL,small
53,gpt-4o,633,few_shot,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5614245698279313,0.5614245698279313,0.6409763905562226,0.6789182339602509,0.6789182339602509,0.7543950913698814,0.71412680756396,0.71412680756396,0.7609860664523042,UTL,small
54,gpt-4o,518,few_shot,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.4660130718954249,0.4660130718954249,0.55906362545018,0.60406162464986,0.60406162464986,0.7277044150993732,0.6479532163742694,0.6479532163742694,0.7169811320754719,UTL,small
55,gpt-4o,518,few_shot,1.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.4687141523275976,0.4687141523275976,0.570734960650927,0.6014605842336936,0.6014605842336936,0.7299919967987196,0.6479532163742694,0.6479532163742694,0.7212389380530969,UTL,small
56,gpt-4o,287,few_shot,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4041847041847042,0.4041847041847042,0.4961184473789515,0.5727654698242933,0.5727654698242933,0.7220955048686142,0.6415981198589891,0.6415981198589891,0.7069351230425062,UTL,small
57,gpt-4o,287,few_shot,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.4023439678901863,0.4023439678901863,0.4925636921435241,0.5692240532576668,0.5692240532576668,0.7211351207149527,0.638398115429918,0.638398115429918,0.7069351230425062,UTL,small
58,gpt-4o,56,few_shot,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}",0.373376017073496,0.373376017073496,0.4646658663465385,0.5874113281676309,0.5874113281676309,0.7310390822995867,0.646370023419204,0.646370023419204,0.7155555555555555,UTL,small
59,gpt-4o,56,few_shot,5.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}",0.381859410430839,0.381859410430839,0.4699679871948779,0.5823092873513044,0.5823092873513044,0.7314392423636124,0.6495327102803735,0.6495327102803735,0.7112597547380152,UTL,small
60,gpt-4o,2996,chain_of_thought,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6538815526210485,0.6538815526210485,0.7347405628918235,0.6850940376150461,0.6850940376150461,0.7558156595971723,0.7296703296703297,0.7296703296703297,0.7805907172995779,STL,max
61,gpt-4o,2996,chain_of_thought,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6522809123649462,0.6522809123649462,0.7319727891156463,0.6818927571028411,0.6818927571028411,0.7516806722689077,0.7254685777287762,0.7254685777287762,0.7754237288135594,STL,max
62,gpt-4o,2996,chain_of_thought,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5973619750930678,0.5973619750930678,0.6951313858876884,0.6122812761468226,0.6122812761468226,0.7057623049219689,0.6727898966704936,0.6727898966704936,0.7569892473118277,STL,max
63,gpt-4o,2996,chain_of_thought,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5973619750930678,0.5973619750930678,0.6951313858876884,0.6138819164029249,0.6138819164029249,0.7073629451780713,0.6712643678160919,0.6712643678160919,0.7556512378902045,STL,max
64,gpt-4o,2996,chain_of_thought,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5588865849370053,0.5588865849370053,0.6598239295718288,0.5693240932736732,0.5693240932736732,0.6697345604908632,0.646370023419204,0.646370023419204,0.7366120218579237,STL,max
65,gpt-4o,2996,chain_of_thought,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5457813428401662,0.5457813428401662,0.6476323862878486,0.5544848242327235,0.5544848242327235,0.6586101107109512,0.631952662721894,0.631952662721894,0.7268722466960349,STL,max
66,gpt-4o,2996,chain_of_thought,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5553251603671772,0.5553251603671772,0.6489662531679339,0.5671632289279349,0.5671632289279349,0.6634320394824597,0.6399999999999999,0.6399999999999999,0.7212389380530969,STL,max
67,gpt-4o,2996,chain_of_thought,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5460814628881855,0.5460814628881855,0.6423235961051088,0.5579195314489434,0.5579195314489434,0.6553888221955448,0.638398115429918,0.638398115429918,0.7226519337016573,STL,max
68,gpt-4o,2996,chain_of_thought,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6514805922368949,0.6514805922368949,0.7311724689875951,0.6826930772308923,0.6826930772308923,0.752480992396959,0.7254685777287762,0.7254685777287762,0.774125132555673,UTL,max
69,gpt-4o,2996,chain_of_thought,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6514805922368949,0.6514805922368949,0.7340736294517808,0.6826930772308923,0.6826930772308923,0.7553821528611446,0.7268722466960349,0.7268722466960349,0.7767195767195765,UTL,max
70,gpt-4o,2996,chain_of_thought,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5746128754532118,0.5746128754532118,0.6917433640122718,0.5972219190706587,0.5972219190706587,0.7088168600773644,0.6666666666666669,0.6666666666666669,0.7529665587918011,UTL,max
71,gpt-4o,2996,chain_of_thought,1.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5806953084264009,0.5806953084264009,0.6965853007869816,0.603584464088666,0.603584464088666,0.7125383486728025,0.6682027649769585,0.6682027649769585,0.7556512378902045,UTL,max
72,gpt-4o,2996,chain_of_thought,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.554164696181503,0.554164696181503,0.6604708550086703,0.5684504104672172,0.5684504104672172,0.6764305722288917,0.6335697399527189,0.6335697399527189,0.7226519337016573,UTL,max
73,gpt-4o,2996,chain_of_thought,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5406793020238397,0.5406793020238397,0.6465452847805789,0.555431869717584,0.555431869717584,0.6618514072295584,0.6287069988137598,0.6287069988137598,0.719822812846069,UTL,max
74,gpt-4o,2996,chain_of_thought,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5213515709314028,0.5213515709314028,0.6107309590502868,0.535277141159494,0.535277141159494,0.6263305322128851,0.6139088729016783,0.6139088729016783,0.6893424036281176,UTL,max
75,gpt-4o,2996,chain_of_thought,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5017437277941479,0.5017437277941479,0.5938908896892091,0.5156692980222392,0.5156692980222392,0.6092570361477925,0.6021765417170493,0.6021765417170493,0.6818700114025086,UTL,max
76,gpt-4o,1421,chain_of_thought,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.650700280112045,0.650700280112045,0.7319594504468454,0.679091636654662,0.679091636654662,0.7518940909697214,0.7268722466960349,0.7268722466960349,0.7767195767195765,STL,medium
77,gpt-4o,1421,chain_of_thought,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6553821528611447,0.6553821528611447,0.736794717887155,0.6850940376150461,0.6850940376150461,0.756936107776444,0.7282728272827279,0.7282728272827279,0.7793030623020063,STL,medium
78,gpt-4o,1421,chain_of_thought,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.602163895861375,0.602163895861375,0.7005002000800322,0.6170831969151297,0.6170831969151297,0.7122515672935842,0.6758304696449029,0.6758304696449029,0.7596566523605155,STL,medium
79,gpt-4o,1421,chain_of_thought,1.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.602163895861375,0.602163895861375,0.6999333066559958,0.6186838371712323,0.6186838371712323,0.7132853141256503,0.6727898966704936,0.6727898966704936,0.7569892473118277,STL,medium
80,gpt-4o,1421,chain_of_thought,3.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.543040246401591,0.543040246401591,0.6419100973722822,0.553477754738259,0.553477754738259,0.6534547152194212,0.6367924528301891,0.6367924528301891,0.7282728272827279,STL,medium
81,gpt-4o,1421,chain_of_thought,3.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5455012307953483,0.5455012307953483,0.6479925303454716,0.5542047121879055,0.5542047121879055,0.6575696945444844,0.6351829988193625,0.6351829988193625,0.731064763995609,STL,medium
82,gpt-4o,1421,chain_of_thought,5.0,layout-aware,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5279542119878253,0.5279542119878253,0.6185340802987862,0.5397922805485831,0.5397922805485831,0.6318794184340404,0.6188769414575865,0.6188769414575865,0.7025813692480358,STL,medium
83,gpt-4o,1421,chain_of_thought,5.0,naive,"{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}",0.5385584536845041,0.5385584536845041,0.6321995464852609,0.5503965222452618,0.5503965222452618,0.6477857809790585,0.631952662721894,0.631952662721894,0.7155555555555555,STL,medium
84,gpt-4o,1421,chain_of_thought,0.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6539015606242498,0.6539015606242498,0.7356942777110845,0.6836134453781514,0.6836134453781514,0.7558356676003736,0.7268722466960349,0.7268722466960349,0.7780126849894295,UTL,medium
85,gpt-4o,1421,chain_of_thought,0.0,naive,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.6469787915166068,0.6469787915166068,0.7296185140722956,0.6781912765106043,0.6781912765106043,0.7506936107776444,0.7212389380530969,0.7212389380530969,0.774125132555673,UTL,medium
86,gpt-4o,1421,chain_of_thought,1.0,layout-aware,"{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 1}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 0}","{'registrant_name': 0, 'registration_num': 1}",0.5785744600870653,0.5785744600870653,0.6956049086301189,0.6014636157493303,0.6014636157493303,0.712278244631186,0.6651270207852192,0.6651270207852192,0.7543103448275861,UTL,medium
